SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
450257,0,Cash loans,M,N,Y,0,135000,234000,23274,234000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-15756,-4348,-9876,-4359,,1,1,0,1,0,0,Core staff,2,2,2,WEDNESDAY,14,0,0,0,0,0,0,Trade: type 7,0.513585804,0.354224732,0.86165275,,,0.9776,,,,,,,,,0.097,,,,,0.9777,,,,,,,,,0.1011,,,,,0.9776,,,,,,,,,0.0988,,,,,0.0763,,No,0,0,0,0,-1140,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
450258,0,Cash loans,F,Y,Y,0,198000,622413,28971,495000,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.007305,-15262,-5379,-3540,-5592,6,1,1,1,1,1,0,Laborers,1,3,3,TUESDAY,8,0,0,0,0,0,0,Industry: type 9,,0.56137381,0.309275356,0.2448,0.0776,0.994,,,0.24,0.2069,0.375,,0.0135,,0.0565,,,0.1261,0.0806,0.9935,,,0.1208,0.1034,0.375,,0.0138,,0.0004,,,0.2472,0.0776,0.994,,,0.24,0.2069,0.375,,0.0137,,0.0575,,,,block of flats,0.3197,Panel,No,0,0,0,0,-3288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
450259,0,Cash loans,M,Y,Y,0,540000,1227901.5,46899,1129500,Unaccompanied,State servant,Higher education,Married,House / apartment,0.008474,-16677,-7997,-1398,-1,6,1,1,0,1,0,0,High skill tech staff,2,2,2,WEDNESDAY,13,0,0,0,0,0,0,Military,,0.606367195,0.445396242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
450261,0,Cash loans,M,N,Y,0,67500,269550,12001.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-20603,-525,-4059,-4126,,1,1,1,1,0,0,Laborers,2,2,2,MONDAY,15,0,0,0,0,0,0,Business Entity Type 3,,0.741723045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-2586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
450262,0,Cash loans,F,N,Y,0,67500,454500,16825.5,454500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,-17836,-427,-4596,-1378,,1,1,0,1,0,0,Cleaning staff,2,2,2,MONDAY,19,0,0,0,0,0,0,School,,0.42581026,,0.0825,0.079,0.9752,0.66,0.0078,0,0.1379,0.1667,0.2083,0.0534,0.0672,0.0697,0,0,0.084,0.082,0.9752,0.6733,0.0079,0,0.1379,0.1667,0.2083,0.0546,0.0735,0.0726,0,0,0.0833,0.079,0.9752,0.6645,0.0079,0,0.1379,0.1667,0.2083,0.0543,0.0684,0.0709,0,0,reg oper account,block of flats,0.059,Panel,No,0,0,0,0,-319,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
450263,0,Cash loans,M,Y,Y,0,112500,247986,19602,207000,Family,Working,Secondary / secondary special,Married,House / apartment,0.028663,-17365,-3168,-2000,-782,17,1,1,0,1,0,0,Laborers,2,2,2,MONDAY,7,0,0,0,0,0,0,Construction,,0.451477833,0.754406173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
450264,0,Cash loans,F,N,Y,0,55350,158256,11385,144000,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.010032,-24194,365243,-10722,-4053,,1,0,0,1,0,0,,2,2,2,WEDNESDAY,7,0,0,0,0,0,0,XNA,,0.571277026,0.117613732,0.133,0,0.9846,,,,0.3793,0.1667,,,,0.1496,,0.0397,0.1355,0,0.9846,,,,0.3793,0.1667,,,,0.1558,,0.042,0.1343,0,0.9846,,,,0.3793,0.1667,,,,0.1522,,0.0405,,block of flats,0.1179,"Stone, brick",No,0,0,0,0,-508,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
450265,0,Cash loans,F,Y,Y,0,157500,590337,28530,477000,Family,Working,Secondary / secondary special,Married,Office apartment,0.008474,-16295,-468,-9021,-4033,10,1,1,0,1,0,0,Cleaning staff,2,2,2,WEDNESDAY,13,0,0,0,0,1,1,Business Entity Type 3,0.655464638,0.591830503,0.495665829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
450268,0,Cash loans,F,N,N,0,225000,1354500,42529.5,1354500,Unaccompanied,Working,Higher education,Married,House / apartment,0.004849,-16755,-2742,-3853,-285,,1,1,0,1,0,0,Accountants,2,2,2,TUESDAY,17,0,0,0,0,0,0,Business Entity Type 3,,0.522690306,0.735220999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1773,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
450269,0,Cash loans,F,N,Y,0,306000,1159515,30717,1012500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.018801,-20404,-1113,-8700,-3941,,1,1,0,1,0,0,,2,2,2,MONDAY,10,0,0,0,0,0,0,Business Entity Type 1,0.753354353,0.620702511,0.569148771,0.1278,0.1431,0.9846,0.7892,,0,0.2759,0.1667,,,0.1042,0.1181,,0.1405,0.1303,0.1485,0.9846,0.7975,,0,0.2759,0.1667,,,0.1139,0.1231,,0.1487,0.1291,0.1431,0.9846,0.792,,0,0.2759,0.1667,,,0.106,0.1202,,0.1434,,block of flats,0.1235,"Stone, brick",No,2,0,2,0,-3159,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
450270,0,Cash loans,F,N,N,0,135000,545040,36553.5,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00496,-12551,-1153,-853,-2001,,1,1,0,1,0,0,Sales staff,2,2,2,TUESDAY,10,0,0,0,0,1,1,Self-employed,0.541951308,0.742447109,0.652896552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,-900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
450271,0,Cash loans,M,Y,N,0,144000,900000,29745,900000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.005144,-19403,-78,-6901,-2929,9,1,1,1,1,1,0,Managers,2,2,2,WEDNESDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.488760854,0.621875616,0.624614658,0.0309,0.0629,0.9841,0.7824,0.0241,0,0.1034,0.0833,0.125,0.0542,0.0252,0.0367,0,0,0.0315,0.0653,0.9841,0.7909,0.0243,0,0.1034,0.0833,0.125,0.0554,0.0275,0.0382,0,0,0.0312,0.0629,0.9841,0.7853,0.0242,0,0.1034,0.0833,0.125,0.0551,0.0257,0.0374,0,0,reg oper account,block of flats,0.042,"Stone, brick",No,0,0,0,0,-362,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
450273,1,Revolving loans,M,Y,Y,1,180000,180000,9000,180000,"Spouse, partner",Working,Higher education,Married,House / apartment,0.015221,-16645,-910,-2207,-185,7,1,1,0,1,0,0,Managers,3,2,2,THURSDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.317271581,0.296248413,,0.3753,0.277,0.9866,0.8164,0.1926,0.4,0.3448,0.3333,0.375,0.1637,0.3009,0.3943,0.0232,0.0173,0.3824,0.2875,0.9866,0.8236,0.1943,0.4028,0.3448,0.3333,0.375,0.1675,0.3287,0.4108,0.0233,0.0183,0.3789,0.277,0.9866,0.8189,0.1938,0.4,0.3448,0.3333,0.375,0.1666,0.3061,0.4014,0.0233,0.0176,reg oper account,block of flats,0.4192,Panel,No,0,0,0,0,-1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
450274,0,Cash loans,F,N,Y,0,112500,152820,8662.5,135000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.020713,-23732,365243,-2445,-1162,,1,0,0,1,0,0,,1,3,3,WEDNESDAY,11,0,0,0,0,0,0,XNA,,0.270738646,0.465069215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1860,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
450275,0,Cash loans,F,N,Y,0,148500,791532,25663.5,567000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.007305,-14392,-1849,-4276,-2554,,1,1,1,1,1,0,Laborers,2,3,3,WEDNESDAY,11,0,0,0,0,1,1,Industry: type 3,0.467563234,0.126213845,0.636376171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1911,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
450276,0,Cash loans,F,N,Y,0,135000,219870,11641.5,157500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006305,-13218,-1475,-339,-2073,,1,1,0,1,0,0,Laborers,2,3,3,FRIDAY,7,0,0,0,0,0,0,Self-employed,0.354400987,0.602299171,,0.0866,0.1113,0.9866,0.8164,0.0282,0,0.0345,0.1667,0.2083,0.0316,0.0689,0.0699,0.0077,0.0098,0.0882,0.1155,0.9866,0.8236,0.0284,0,0.0345,0.1667,0.2083,0.0323,0.0753,0.0728,0.0078,0.0104,0.0874,0.1113,0.9866,0.8189,0.0283,0,0.0345,0.1667,0.2083,0.0322,0.0701,0.0711,0.0078,0.01,reg oper spec account,block of flats,0.0916,"Stone, brick",No,0,0,0,0,-375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
450277,0,Cash loans,F,N,Y,0,135000,203760,23116.5,180000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.031329,-18539,-394,-9688,-2071,,1,1,0,1,0,0,Cleaning staff,1,2,2,TUESDAY,14,0,0,0,0,0,0,Transport: type 4,,0.396620662,0.554946769,0.1361,,0.9752,,,0,0.0345,0.1667,,0.0359,,0.0615,,0,0.1387,,0.9752,,,0,0.0345,0.1667,,0.0368,,0.0641,,0,0.1374,,0.9752,,,0,0.0345,0.1667,,0.0366,,0.0626,,0,,block of flats,0.061,"Stone, brick",No,0,0,0,0,-1663,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
450278,0,Cash loans,F,N,N,2,135000,942300,27679.5,675000,"Spouse, partner",Commercial associate,Incomplete higher,Separated,House / apartment,0.008625,-12196,-3004,-6288,-4099,,1,1,0,1,0,0,Sales staff,3,2,2,SATURDAY,13,0,0,0,0,1,1,Self-employed,,0.372248219,0.415347145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
450279,0,Cash loans,F,N,N,0,180000,1125000,32895,1125000,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.01452,-16060,-9129,-7704,-4613,,1,1,0,1,0,0,Medicine staff,2,2,2,FRIDAY,11,0,0,0,0,0,0,Other,0.475980061,0.699115671,0.385914672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-788,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
450281,0,Cash loans,F,Y,Y,0,202500,1515415.5,41800.5,1354500,Unaccompanied,State servant,Secondary / secondary special,Separated,House / apartment,0.020246,-15607,-8034,-5535,-4632,13,1,1,0,1,0,0,Core staff,1,3,3,TUESDAY,9,0,0,0,0,0,0,Government,,0.318399374,0.652896552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1931,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
450282,0,Cash loans,F,N,N,0,112500,403249.5,12357,283500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019101,-13273,-1539,-4498,-3798,,1,1,0,1,0,0,Laborers,2,2,2,FRIDAY,16,0,0,0,0,0,0,Self-employed,0.380350133,0.418853568,0.410102573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
450283,0,Cash loans,F,N,N,0,157500,779688,33165,630000,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.019689,-21698,365243,-9891,-4544,,1,0,0,1,0,0,,2,2,2,THURSDAY,13,0,0,0,0,0,0,XNA,,0.656675193,,0.0082,0,0.9771,0.6872,0.0011,0,0.069,0.0417,0.0833,0.0183,0.0067,0.0049,0,0.0086,0.0084,0,0.9772,0.6994,0.0012,0,0.069,0.0417,0.0833,0.0187,0.0073,0.0051,0,0.0091,0.0083,0,0.9771,0.6914,0.0012,0,0.069,0.0417,0.0833,0.0186,0.0068,0.005,0,0.0088,reg oper account,block of flats,0.0057,"Stone, brick",No,0,0,0,0,-1679,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
450284,0,Cash loans,M,N,Y,1,270000,500566.5,37557,472500,Unaccompanied,Commercial associate,Higher education,Married,Municipal apartment,0.007274,-11920,-1602,-461,-1935,,1,1,0,1,0,0,Managers,3,2,2,MONDAY,12,1,1,1,1,0,0,Business Entity Type 3,0.685623161,0.660706449,,0.0804,0.0543,0.9762,0.6736,0.007,0,0.1379,0.1667,0.0417,0.0178,0.0656,0.0616,0.0077,0.0054,0.0819,0.0564,0.9762,0.6864,0.007,0,0.1379,0.1667,0.0417,0.0182,0.0716,0.0642,0.0078,0.0057,0.0812,0.0543,0.9762,0.678,0.007,0,0.1379,0.1667,0.0417,0.0181,0.0667,0.0627,0.0078,0.0055,reg oper account,block of flats,0.0496,"Stone, brick",No,0,0,0,0,-1327,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
450285,0,Cash loans,F,N,Y,0,67500,334152,14287.5,270000,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.01885,-17401,-2665,-2882,-937,,1,1,1,1,0,0,Core staff,2,2,2,THURSDAY,10,0,0,0,0,0,0,Postal,0.324283745,0.70830692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
450286,0,Cash loans,F,N,Y,0,126000,675000,21906,675000,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.018634,-18800,-1335,-4832,-2343,,1,1,0,1,1,0,Sales staff,1,2,2,THURSDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.759083611,0.610991328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-1676,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
450288,0,Cash loans,M,N,Y,0,517500,521280,27292.5,450000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.007305,-10226,-1929,-817,-2884,,1,1,1,1,1,0,High skill tech staff,2,3,3,TUESDAY,8,0,0,0,0,1,1,Industry: type 9,0.537640826,0.558129752,0.510089528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-573,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
450289,0,Cash loans,F,N,Y,0,180000,1035832.5,30415.5,904500,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.072508,-23651,365243,-7946,-4854,,1,0,0,1,0,1,,1,1,1,SATURDAY,11,0,0,0,0,0,0,XNA,,0.741257775,0.574446617,0.4041,0.1624,0.9891,0.8504,0.2501,0.48,0.2069,0.6667,0.7083,0,0.3228,0.4294,0.0309,0.4196,0.4118,0.1685,0.9891,0.8563,0.2524,0.4834,0.2069,0.6667,0.7083,0,0.3526,0.4473,0.0311,0.4442,0.408,0.1624,0.9891,0.8524,0.2517,0.48,0.2069,0.6667,0.7083,0,0.3284,0.4371,0.0311,0.4284,reg oper account,block of flats,0.4289,Panel,No,0,0,0,0,-2099,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
450292,0,Cash loans,F,N,Y,0,225000,371245.5,13995,261000,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.030755,-21891,365243,-13107,-3952,,1,0,0,1,1,0,,2,2,2,TUESDAY,16,0,0,0,0,0,0,XNA,,0.265311748,0.157594999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,-710,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
450293,0,Cash loans,M,Y,Y,0,225000,473760,51151.5,450000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.003069,-18372,-691,-2,-1897,14,1,1,0,1,0,0,,2,3,3,THURSDAY,14,0,0,0,0,1,1,Other,0.783605996,0.1858454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
450294,0,Revolving loans,F,N,N,0,112500,315000,15750,315000,Unaccompanied,State servant,Secondary / secondary special,Single / not married,Co-op apartment,0.04622,-19104,-1514,-12767,-2654,,1,1,0,1,0,0,Laborers,1,1,1,FRIDAY,16,0,0,0,0,1,1,Postal,,0.434837465,0.644679455,0.0825,0.0797,0.9767,0.6804,0.0032,0,0.1379,0.1667,0.2083,0.0208,0.0672,0.0705,0,0,0.084,0.0827,0.9767,0.6929,0.0032,0,0.1379,0.1667,0.2083,0.0213,0.0735,0.0735,0,0,0.0833,0.0797,0.9767,0.6847,0.0032,0,0.1379,0.1667,0.2083,0.0212,0.0684,0.0718,0,0,org spec account,block of flats,0.058,Panel,No,0,0,0,0,-119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
450295,0,Cash loans,F,N,Y,0,202500,1515415.5,41800.5,1354500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.010276,-11256,-470,-8117,-377,,1,1,0,1,0,0,Accountants,2,2,2,TUESDAY,13,0,0,0,1,1,0,Business Entity Type 3,0.824118489,0.789319993,,0.0948,,0.9886,,,0,0.2414,0.1667,,,,0.0843,,0.0474,0.0966,,0.9886,,,0,0.2414,0.1667,,,,0.0878,,0.0502,0.0958,,0.9886,,,0,0.2414,0.1667,,,,0.0858,,0.0484,,block of flats,0.0766,"Stone, brick",No,1,0,1,0,-776,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
450296,0,Cash loans,F,N,Y,0,36000,53910,3964.5,45000,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.020713,-22852,365243,-9701,-4952,,1,0,0,1,0,0,,2,3,3,MONDAY,6,0,0,0,0,0,0,XNA,,0.566718688,0.517296581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
450297,0,Cash loans,M,Y,N,0,225000,490495.5,47781,454500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.002506,-13939,-1917,-2662,-5162,21,1,1,0,1,0,0,Laborers,1,2,2,MONDAY,4,0,0,0,0,0,0,Self-employed,,0.659808783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,-2275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
450298,0,Cash loans,M,N,N,0,157500,180000,11502,180000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.003813,-15643,-1887,-5209,-4699,,1,1,1,1,1,0,Core staff,2,2,2,THURSDAY,14,0,1,1,0,1,1,Self-employed,,0.542866195,0.301624892,0.0928,0.0945,0.9821,,,,,0.1667,,,,0.0867,,,0.0945,0.0981,0.9821,,,,,0.1667,,,,0.0904,,,0.0937,0.0945,0.9821,,,,,0.1667,,,,0.0883,,,,,0.0682,Panel,No,8,0,8,0,-2044,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3
450299,0,Cash loans,F,N,Y,0,382500,1635120,56965.5,1350000,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.018634,-22064,365243,-9863,-5154,,1,0,0,1,1,1,,2,2,2,WEDNESDAY,15,0,0,0,0,0,0,XNA,0.771229616,0.666904096,0.673830078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,5,0,-2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450300,0,Cash loans,F,N,N,0,675000,1575000,43443,1575000,Family,Working,Higher education,Married,House / apartment,0.025164,-13034,-4814,-2534,-3941,,1,1,0,1,0,0,Core staff,2,2,2,THURSDAY,16,0,0,0,0,0,0,Government,0.657925785,0.688008829,0.111042402,0.2546,0.1408,0.9881,0.8368,0.1527,0.28,0.2414,0.3333,0.375,0.0446,0.2059,0.2613,0.0077,0.0128,0.2595,0.1461,0.9881,0.8432,0.1541,0.282,0.2414,0.3333,0.375,0.0456,0.225,0.2722,0.0078,0.0135,0.2571,0.1408,0.9881,0.839,0.1536,0.28,0.2414,0.3333,0.375,0.0454,0.2095,0.2659,0.0078,0.013,reg oper account,block of flats,0.2917,Panel,No,6,1,6,1,-626,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
450301,0,Cash loans,M,Y,Y,2,162000,900000,26446.5,900000,Unaccompanied,Working,Higher education,Married,With parents,0.010147,-12341,-2442,-4158,-4413,0,1,1,0,1,1,0,Core staff,4,2,2,FRIDAY,16,0,0,0,0,0,0,Police,0.558847472,0.715001716,0.499272015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-1044,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
450302,0,Cash loans,M,Y,N,2,180000,781920,28084.5,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-12589,-2667,-2958,-3641,3,1,1,0,1,1,0,Core staff,4,2,2,TUESDAY,10,0,0,0,0,1,1,Self-employed,,0.74024992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
